Broken/unreadable files:
dataset split   class_raw                                                                       filepath
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\5e974892-0ebe-4037-8427-ea8616d6d3b8.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\5f300fd1-7eec-41ac-bbd1-0f4a943c757c.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\5f742392-278d-461c-a848-08def2c28878.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\61575482-91e1-4db9-83c7-687b7ddbbfc4.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\640c4a52-3742-4f57-aee3-9e3dc0887622.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\672e4ecf-a56b-462e-b83b-76f4efaa6634.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\6b5ed184-cb15-4d54-93bb-9a3ca00184a1.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\6c20abb2-c4bb-4de0-8774-03f4d30ce93d.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\71925778-a26e-483e-a07c-f3aaf740122a.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\729a38d6-66db-48e5-a00d-7d90d224290f.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\7c1cd7c7-7452-4428-a98e-dd7675c8ddea.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\7fdc8be8-7579-4a5c-b369-8a07ee0a8b7d.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\801296d9-3403-426f-859e-5c532858e025.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\8ad7ba46-5db8-4ba9-b3e0-3cac52f7efc3.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\8e0dfc1f-e3eb-4a3f-a1c4-249bdfbfaa27.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\939ad732-d7c5-4339-b087-4335b49d6a3c.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\9842445c-5899-4189-9f2e-3a3a179fdad3.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\997eabd9-55bf-4683-83c4-4cee4673a4ef.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\a3c0a876-be12-4ede-8aed-18b32a64401b.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\a7f1bbb1-6058-4642-bd66-cfb90dce762e.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\a89cace5-c818-4f23-a432-052b3433b81e.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\b318889c-3c60-477c-b8f6-d18cb01a59df.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\b3606d0e-6fe5-478a-bb4b-64d7c4889d86.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\b701b5c5-b922-4315-b12a-aac4ec65ee8b.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\b91b1641-ee06-44d8-94cc-24cdb583cc37.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\bbaa004f-05dc-4cb8-8768-e148085bb0f9.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\cb08956d-dd6a-4e13-817b-40a0a93068f1.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\cbb58718-6319-48db-b84b-78ac9b12ff89.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\d1b48634-9ad5-46e8-b816-42d1d97c93cd.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\d5009906-bce1-4353-90b4-f4c79362f4cf.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\d82c657e-5678-41da-9a6e-3ad29430b759.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\dca685a8-a609-45d8-93d7-da1e4165b9bd.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\e0ff3476-226f-4125-b182-8e524d5503dd.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\f0fe292d-85ae-4c3a-a676-037dde2594e6.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\f62d4fb6-df7c-446c-94a8-d5aede0b1e0c.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\f68ae8e9-e760-4106-88e0-4bdef2785f06.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\fc15659f-6264-4dd5-ab17-43d89fb297b9.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\ff3b9d4d-373c-48ef-a75a-d23e2c2ade87.png
 orvile  test  gametocyte    ..\data\raw\orvile\test\gametocyte\96957ec3-de17-41cf-855b-1388814e5918.jpg
 orvile  test  gametocyte    ..\data\raw\orvile\test\gametocyte\a1265844-329c-4a49-a37f-e0541b83a50c.jpg
 orvile  test  gametocyte    ..\data\raw\orvile\test\gametocyte\bdfbad30-fa2f-4285-bf02-6064ab6d869c.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\0346611b-ea43-45bd-9f16-c6e8086273d2.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\03be08c8-2cf3-4de6-8ac6-5f7817a6a643.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\0897f682-5301-49fc-a8d5-9df7762040bb.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\15a5849d-8bc7-4e01-938b-c1f55067787d.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\291fe50c-2134-4708-bfa4-09b36ffea123.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\3147f1e4-6fc4-4eff-a9dd-ddeee5e2de13.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\34f334e6-a163-4af7-a1ed-51a7ef15934a.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\37df4ffb-f268-4557-94d6-bf68d005feae.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\408745a6-79fb-4804-9c24-e2d6673f8f2e.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\47112c6b-aaf6-488d-8f3b-f9ed0cce9a95.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\4dcd5df9-c56c-471b-8d44-fa4b1ca9a600.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\5a2447bf-a92b-4a47-a384-4b2ff020ecdc.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\6040cf0d-9dd6-4798-9406-1afbbcd24d4c.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\604478c7-1259-441a-8ad0-7059e191c9e4.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\64985a1e-16bb-4016-a01c-c21a5b86e572.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\6e20a860-1f9a-4a74-b167-4c6a79bd8778.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\74bf1267-d98b-4532-a81d-9d8df63e0f75.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\8874ea02-d263-4830-99d1-e1b14230a56b.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\887cc81a-bae3-4360-a115-23ae05ac3a4f.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\8db76867-671a-4488-a7b6-991e4dd2e05f.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\8e1e0fd3-52fb-4ebb-82de-67bbd66fcf4d.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\96287315-87a1-4045-9e16-119e045bf12a.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\9cf0b006-cb5c-47e7-b076-1dcacf1fbfb1.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\9fd32265-07f2-442b-80b5-35069891d452.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\a3548f89-1cb5-4e67-b460-482df95b10ee.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\aa57ec7c-8f35-4990-a790-62efc9df8fe8.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\b47c1011-0cc6-400d-9300-1c72f873a6e5.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\b6fe541f-3be2-41a8-8124-757fc1ad875e.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\b9025f55-789d-4acb-9c0a-34e877c95c5c.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\bc820fb6-5ba8-4438-affe-e250d2ad5eb0.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\bd4da4f8-8996-47e0-a4e5-a3da5717441e.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\bfbf234a-cbc4-4d00-ab7f-9043d1304b41.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\d1394e1a-dedd-4458-a024-044dae2cd69d.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\da2197c7-7911-4be6-8bb9-164f47fd270a.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\e26b88c6-5884-4b5c-94d7-ad780379c8ad.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\e6a7743e-4040-40fa-b097-ca6874c469b7.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\e93e617e-ed36-43d9-bd1a-4ffd2fba64e9.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\ef55f2ac-5a04-4986-99ab-0d2b5052ab3e.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\f070a212-e4e2-4743-804c-80789a36f495.jpg
 orvile  test        ring          ..\data\raw\orvile\test\ring\f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\0864c569-2ad7-48ed-b12a-e40aa5b93756.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\31c62771-4e90-4038-9abc-d196beda9898.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\3ce76f1d-636a-48b9-b0e3-fc7eb791a169.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\8e22f8cc-b6ef-48cb-a06d-a44cb1fb5f2f.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\a612e0d5-6a95-43cc-96a6-6fbcb8d45ff4.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\abb72ce2-4193-4dd3-a34c-61c2ee22ccff.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\b1d312cf-1f52-4955-bf42-58d3664c254a.jpg
 orvile  test    schizont      ..\data\raw\orvile\test\schizont\c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\087602a2-288b-4a4d-b01a-524f0d799d89.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\0a3b53c7-e7ab-4135-80aa-fd2079d727d6.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\15625643-d964-4b14-9839-c126384ae35b.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\1e647046-333b-4102-a0c6-4c29405c37b3.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\21116b9d-e6be-483f-8394-e74622b2e182.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\25865b39-56fb-409a-8800-3d368dd264ed.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\2c03b3c9-7786-4e1b-ac2b-c98e9f8358f2.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\34950f4e-fe44-49ec-9d49-14bd4a8ce7c0.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\351d6536-3a5c-46eb-a6e4-d71dd999908a.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\41be1bd3-0d31-4881-bf1f-3ccdfa21ff12.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\4da8f6c5-5f85-4280-92d0-1ba008e8c404.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\511b6e13-acd7-4dd3-b1d0-c4aa10a514c7.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\51a42643-256f-463a-bf22-7fd295caead0.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\51c6bc6b-4f37-4ce3-b624-840b27c1584a.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\51f6463c-1622-4c0d-8482-b864e0ed2e74.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\55078c19-bfaf-4988-a779-767e1c6d22f6.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\5c399ab9-492c-4bfc-a452-83aba574a3bc.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\623982a0-1f73-4246-92cb-28f7c219efaf.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\6d9a2241-2cce-42b3-a11d-a3a6b432dd89.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\8111cff9-4c04-448e-990b-9d5010f7be56.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\96afe167-6a2f-4770-aa74-e083fbd5e926.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\a5c8bf78-61e2-492d-bae5-0ffeea81212b.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\baab0701-3fd4-4940-8b90-b9c42d95888f.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\cc453255-b583-425e-bc3e-284ccf120944.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\cea1cd9b-9b03-407b-ad8d-348155567dab.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\d9255d7f-1282-442d-b152-73d7388526f9.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\d9ecacb0-14c7-4862-930b-18bb51d5f392.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\deab75c9-00bc-488c-8b20-ff4515d85212.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\edea6ca9-3d52-4b4f-bec3-93799b1c26e3.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\efb85f8e-c780-4a19-b6ce-555a154b0d10.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\f0ee03d6-c57b-43a0-8812-359330bdb93a.jpg
 orvile  test trophozoite   ..\data\raw\orvile\test\trophozoite\f8ebe0c8-a90d-4a64-9f6a-f9985e38c340.jpg
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\027ab174-e47a-44f8-b85b-372449eeb7d8.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\04c07425-57c7-415c-a0bc-36857bbd4049.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\089c9744-f906-41d8-908d-1e37919a8658.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\14005767-9296-4b48-8a9d-bbe9b2040005.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\24879caf-a327-464c-9cd9-e0f3d9161079.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\25cfca07-2101-484f-b312-a927395f2651.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\2dbf6f69-e020-4948-9e49-4b33edb7cebd.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\3061aac0-cda3-47d1-8c48-6293e9ffdf36.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\318de807-7232-4ab1-843e-a901547c0125.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\46f5bd4f-8bea-48d1-a1da-4dea28e3b814.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\4aad9589-6b32-4522-bcd7-ca04687a02ca.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\4c460388-e0c1-4970-8527-c9e5b42bea49.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\4ce5a070-9ede-4bb1-9ca2-1bae5746776b.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\5893e081-04f2-4e33-9851-bed5f0e4d333.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\5a043d69-f435-46d4-8691-395c1602a76a.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\67f5ca94-d84e-490e-bf0d-4ffba7bdbe30.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\69569ecf-cfa1-4ddd-9342-b22c23387fdb.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\6bb4892c-27a9-4642-aba1-4b73f38f757c.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\6fb707b1-5c07-479f-8385-5404bf5747b0.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\75660b56-51c2-45a9-9c15-e18d12a3af8c.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\867f30da-2568-4480-9968-cece78c61c64.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\8a4aadac-cf5c-4a79-b875-271b3fbfd230.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\8e69098c-fae0-47a3-8833-c2bfdfb1a416.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\8f96ee1f-4ef7-4279-a610-316319bedcf9.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\9147a21d-0de2-4c04-88da-b788311696ac.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\9258fe22-6406-4d00-b6f0-3f9492925405.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\9a25f103-1683-47d1-8b07-ac20fe0b3ee9.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b197093e-2928-46a4-8e35-fa5ea7ea6dac.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b2f05937-b965-4c4b-b86e-f50e95d9d691.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b618e87e-6059-496f-b0f6-e158f676a1fb.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b834cbf7-ff97-49d9-9561-566c9343735c.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b8410821-a42b-47d0-8bcf-c2fc82e4e2d5.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\b9de8b1a-f96a-4eb5-bc05-84ad43a054f3.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\bbf687b5-c6f9-4821-b2e5-a25df1acba47.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\c10b125d-10c2-474a-9c6a-5249935c638e.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\c649e1cb-4029-4433-b231-d67d68f7391a.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\c6d97845-8ad2-4ab7-b385-66613628df5b.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\cdb086a8-2bf8-4436-b1ef-96cdd801f247.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\d31dd2c0-ae8e-4499-86bb-7cabb6e438b9.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\dc4270fb-e5c2-414f-96e9-6769ba1d77e4.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\df49578a-60d4-4a3b-9ee0-79d9d59bc72a.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\eeb06e39-482b-443d-8cf6-b9b5c763df78.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\f20a4fcf-ea8e-4c14-883d-d26a9e08ce25.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\f24c8fe0-a534-44cf-9995-b2b314d945ba.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\f329e01b-fbd3-4fb5-9738-a7ff4c8622b8.png
 orvile train  gametocyte   ..\data\raw\orvile\train\gametocyte\f3d84be2-8af0-4d62-9f72-23d3dc08cbbe.png
 orvile train        ring         ..\data\raw\orvile\train\ring\00c8364b-8c85-4502-bcfe-64736fe76815.png
 orvile train        ring         ..\data\raw\orvile\train\ring\035f6c4b-0897-46ab-9c3b-5f3b0feff043.png
 orvile train        ring         ..\data\raw\orvile\train\ring\036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png
 orvile train        ring         ..\data\raw\orvile\train\ring\04fb49a2-07b8-4cdf-b6f7-df5c3688e5f8.png
 orvile train        ring         ..\data\raw\orvile\train\ring\05717db9-f1ef-4101-a9f7-7a007e83b1c9.png
 orvile train        ring         ..\data\raw\orvile\train\ring\09ecf7be-28e2-4531-b9e2-07e01c44097d.png
 orvile train        ring         ..\data\raw\orvile\train\ring\0b04ec46-5119-4cda-8c35-c4e5b6f0eed0.png
 orvile train        ring         ..\data\raw\orvile\train\ring\0ceb4539-5c4c-487d-9826-452a88b5d537.png
 orvile train        ring         ..\data\raw\orvile\train\ring\0ed416f9-7c20-4829-9016-559e4009568e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\0f0c949e-018a-4f3f-ab02-3704f49c7754.png
 orvile train        ring         ..\data\raw\orvile\train\ring\1380f9b4-bf54-4492-90c3-743c7aa8898b.png
 orvile train        ring         ..\data\raw\orvile\train\ring\143f5959-5b6d-4f95-bcee-9e110450fc22.png
 orvile train        ring         ..\data\raw\orvile\train\ring\184b376b-03cb-4c2d-af51-fc1a62196293.png
 orvile train        ring         ..\data\raw\orvile\train\ring\1863da5f-c595-4541-a8f4-21fe78678168.png
 orvile train        ring         ..\data\raw\orvile\train\ring\18dbe7c4-89d2-42a6-a969-1e951ab313b1.png
 orvile train        ring         ..\data\raw\orvile\train\ring\1976cd04-d24f-457c-b423-7e4cdb05de9e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\1d4cdf2e-79a0-41e9-aabe-e437a190dfc4.png
 orvile train        ring         ..\data\raw\orvile\train\ring\244ac6fa-8a92-4214-9cf4-ae0811d9ec7e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\2cc3c4ad-670f-41b6-8910-0704cbc192ef.png
 orvile train        ring         ..\data\raw\orvile\train\ring\2e8d6a43-0110-4bf4-8e70-20567e513b81.png
 orvile train        ring         ..\data\raw\orvile\train\ring\2fdbd9bc-bbaf-44c2-b40c-d193709639fa.png
 orvile train        ring         ..\data\raw\orvile\train\ring\30167dc1-f739-4036-b5c4-5fad435c2c67.png
 orvile train        ring         ..\data\raw\orvile\train\ring\361a3578-4cbb-422b-9e3c-b5e61395b12e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\367663b2-5d09-4020-ab0a-c2200e7a1c8c.png
 orvile train        ring         ..\data\raw\orvile\train\ring\3911fcd2-4e26-4ad9-aaf0-d1c5bf41defc.png
 orvile train        ring         ..\data\raw\orvile\train\ring\393df10a-5d64-476b-88f5-14ac56d6ed60.png
 orvile train        ring         ..\data\raw\orvile\train\ring\3b5a8060-dec6-4a83-b7f2-b604e4e69dfc.png
 orvile train        ring         ..\data\raw\orvile\train\ring\3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png
 orvile train        ring         ..\data\raw\orvile\train\ring\4411fea2-d785-4eeb-80c6-c739ab6114c4.png
 orvile train        ring         ..\data\raw\orvile\train\ring\452482bc-24a3-413e-ba03-fad4c9d61f3c.png
 orvile train        ring         ..\data\raw\orvile\train\ring\45902b63-be9a-49ae-9ede-3a8015671bc4.png
 orvile train        ring         ..\data\raw\orvile\train\ring\477e541c-0519-4542-9b13-8ee7922644d3.png
 orvile train        ring         ..\data\raw\orvile\train\ring\5487faad-24a7-46b6-92d8-479d3a8d229f.png
 orvile train        ring         ..\data\raw\orvile\train\ring\55836297-fc8e-4e00-9767-0d12b86e4604.png
 orvile train        ring         ..\data\raw\orvile\train\ring\56fbae44-4677-47f8-9c3a-22dac043c115.png
 orvile train        ring         ..\data\raw\orvile\train\ring\580210c2-a8ed-4720-b71c-a77945968abc.png
 orvile train        ring         ..\data\raw\orvile\train\ring\587e5464-d70b-4279-8562-010279f6efbd.png
 orvile train        ring         ..\data\raw\orvile\train\ring\5a105b89-c592-4d78-b208-7db6c6572752.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6231d81d-9e84-4a5a-8cb8-47c6a37a0176.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6303f964-98ef-47c6-bb2d-283aa393f918.png
 orvile train        ring         ..\data\raw\orvile\train\ring\63055d1b-5221-4c80-8b39-37ac069a1b5c.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6347dd6a-cfdf-4cb5-bc50-cff5403cfecb.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6382976c-ee87-4916-b798-4ef1373b2df0.png
 orvile train        ring         ..\data\raw\orvile\train\ring\63ed5931-d93e-4f9b-a6f3-152713cb560e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6795acae-e84d-4e97-b9a1-b4f4f0a72cfd.png
 orvile train        ring         ..\data\raw\orvile\train\ring\6d91d1f0-636b-4f5a-a526-7c17fc857190.png
 orvile train        ring         ..\data\raw\orvile\train\ring\76dbce7f-dc3e-4a29-b1fe-ab9dce583080.png
 orvile train        ring         ..\data\raw\orvile\train\ring\78c35732-7e31-4153-842e-55ab1cd656f6.png
 orvile train        ring         ..\data\raw\orvile\train\ring\79b3a64f-2fb9-46e0-85d4-2bdd59c2075e.png
 orvile train        ring         ..\data\raw\orvile\train\ring\79f63258-24ce-4e69-a5cb-8529635a89a9.png
 orvile train        ring         ..\data\raw\orvile\train\ring\7c66d2fd-68ee-4628-b860-9d7ad25b2a80.png
 orvile train        ring         ..\data\raw\orvile\train\ring\7d4c2160-317f-48d1-a60a-788ec300b3e8.png
 orvile train        ring         ..\data\raw\orvile\train\ring\81fed4a1-9d48-4938-90c9-c8bf3f5e6b1f.png
 orvile train        ring         ..\data\raw\orvile\train\ring\83ec8923-6232-40d7-ba1f-a1b8bf7cb66c.png
 orvile train        ring         ..\data\raw\orvile\train\ring\84ee2ea3-9edd-4672-a1b3-f09c607d833a.png
 orvile train        ring         ..\data\raw\orvile\train\ring\861c3e06-aada-47a0-99ae-94fbc2772cc0.png
